set_name,image_path,image_description
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/arrest_57009.png,arrest
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/injunction_57121.png,injunction
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/self_awareness_65742.png,self awareness
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/personal_adviser_57167.png,personal adviser
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/reporting_restrictions_57183.png,reporting restrictions
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/application_57007.png,application
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/filing_57103.png,filing
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/happy_boy_65747.png,happy boy
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/retire_57187.png,retire
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/jail_57030.png,jail
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/final_order_57105.png,final order
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/listen_65767.png,listen
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/child_witnesses_57036.png,child witnesses
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/contact_centre_57054.png,contact centre
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/inadmissable_57119.png,inadmissable
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/wondering_65795.png,wondering
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/right_to_information_57191.png,right to information
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/police_station_57172.png,police station
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/enthusiastic_65751.png,enthusiastic
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/applicant_57006.png,applicant
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/prison_57173.png,prison
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/domestic_violence_protection_notice_57086.png,domestic violence protection notice
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/care_57023.png,care
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/intermediary_57126.png,intermediary
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/friend_65760.png,friend
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/attendance_of_parents_and_guardians_57013.png,attendance of parents and guardians
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/shock_65731.png,shock
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/care_order_57024.png,care order
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/think_carefully_65793.png,think carefully
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/which_court_57216.png,which court?
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/experts_57096.png,experts
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/court_of_appeal_57060.png,court of appeal
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/supervised_contact_57205.png,supervised contact
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/hello_65763.png,hello
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/defence_57070.png,defence
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/appeal_57005.png,appeal
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/listen_65768.png,listen
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/foster_care_57107.png,foster care
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/high_court_57117.png,high court
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/child_in_conflict_with_the_law_57032.png,child in conflict with the law
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/domestic_violence_protection_order_57087.png,domestic violence protection order
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/guardian_57112.png,guardian
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/adult_57000.png,adult
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/video_recorded_evidence_57214.png,video recorded evidence
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/family_court_advisor_57099.png,family court advisor
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/anxious_65733.png,anxious
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/conviction_57056.png,conviction
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/powered_wheelchair_65778.png,powered wheelchair
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/court_lists_57059.png,court lists
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/protection_57176.png,protection
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/civil_proceedings_57042.png,civil proceedings
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/offender_57158.png,offender
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/restraint_57186.png,restraint
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/feeling_hopeless_65794.png,feeling hopeless
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/binding_over_parents_and_guardians_57019.png,binding over parents and guardians
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/mediation_57139.png,mediation
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/victim_57213.png,victim
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/independent_review_panel_57120.png,independent review panel
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/final_hearing_57104.png,final hearing
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/please_65776.png,please
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/brief_57021.png,brief
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/not_guilty_57140.png,not guilty
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/nice_65774.png,nice
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/worried_65790.png,worried
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/frightened_65730.png,frightened
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/tense_65732.png,tense
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/accused_56995.png,accused
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/oath_57152.png,oath
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/instructions_57124.png,instructions
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/evidence_statements_57094.png,evidence statements
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/answering_65739.png,answering
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/angry_man_65792.png,angry man
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/adult_57001.png,adult
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/liberty_to_return_57136.png,liberty to return
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/parenting_order_57163.png,parenting order
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/directions_order_57077.png,directions order
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/handcuffs_57114.png,handcuffs
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/outcomes_57159.png,outcomes
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/revolting_65725.png,revolting
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/high_court_judges_57118.png,high court judges
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/discontinuing_a_case_57082.png,discontinuing a case
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/judicial_review_57130.png,judicial review
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/emergency_protection_order_57090.png,emergency protection order
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/family_mediation_57101.png,family mediation
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/apprehensive_65734.png,apprehensive
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/proceedings_57174.png,proceedings
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/police_officer_57170.png,police officer
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/child_friendly_justice_57037.png,child friendly justice
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/protection_from_discrimination_57177.png,protection from discrimination
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/best_interest_of_the_child_57017.png,best interest of the child
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/dismissing_the_case_57083.png,dismissing the case
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/alarmed_65735.png,alarmed
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/interim_contact_57125.png,interim contact
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/court_57057.png,court
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/thankful_65750.png,thankful
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/reprimands_57184.png,reprimands
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/attendance_57012.png,attendance
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/right_to_be_heard_57190.png,right to be heard
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/adult_co_defendent_57002.png,adult co-defendent
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/witness_57217.png,witness
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/legal_advisor_57134.png,legal advisor
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/jury_57131.png,jury
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/acquittal_57717.png,acquittal
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/young_offender_57219.png,young offender
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/loving_something_65770.png,loving something
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/legal_guardian_57135.png,legal guardian
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/police_interview_57169.png,police interview
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/secure_training_centre_57196.png,secure training centre
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/secure_accommodation_57194.png,secure accommodation
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/criminal_offences_57061.png,criminal offences
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/interpreters_57127.png,interpreters
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/placement_order_57168.png,placement order
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/child_arrangements_order_57031.png,child arrangements order
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/abduction_56985.png,abduction
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/doubtful_65746.png,doubtful
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/prosecutor_57175.png,prosecutor
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/family_court_57098.png,family court
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/educational_record_57088.png,educational record
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/parental_involvement_57160.png,parental involvement
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/offence_57157.png,offence
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/consent_57052.png,consent
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/bored_65784.png,bored
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/accused_56989.png,accused
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/disgust_65727.png,disgust
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/concerned_65745.png,concerned
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/offender_57153.png,offender
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/kinship_care_57132.png,kinship care
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/kindness_65749.png,kindness
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/considering_65756.png,considering
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/persistent_offender_57166.png,persistent offender
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/giving_evidence_57110.png,giving evidence
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/barrister_57015.png,barrister
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/discharge_57081.png,discharge
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/caution_57027.png,caution
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/Please_stop_65786.png,Please stop
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/justice_scales_57122.png,justice scales
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/thinking_65787.png,thinking
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/parental_responsibility_57162.png,parental responsibility
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/wondering_65748.png,wondering
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/swear_57208.png,swear
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/adjournment_56997.png,adjournment
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/accused_56993.png,accused
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/upset_65726.png,upset
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/angry_65796.png,angry
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/lucky_65771.png,lucky
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/please_calm_down_65744.png,please calm down
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/access_to_justice_56988.png,access to justice
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/right_to_privacy_57192.png,right to privacy
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/feeling_concerned_65759.png,feeling concerned
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/knowing_65766.png,knowing
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/usher_57210.png,usher
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/stop_and_search_57204.png,stop and search
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/need_to_rest_65783.png,need to rest
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/please_wait_65740.png,please wait
Legal_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Legal_AI_Realistic_Symbols_A_PiCom_Collection/acquired_gender_56990.png,acquired gender
Weather_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Weather_AI_Realistic_Symbols_A_PiCom_Collection/tornado_59537.png,tornado
Weather_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Weather_AI_Realistic_Symbols_A_PiCom_Collection/sandstorm_59531.png,sandstorm
Weather_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Weather_AI_Realistic_Symbols_A_PiCom_Collection/twister_59538.png,twister
Weather_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Weather_AI_Realistic_Symbols_A_PiCom_Collection/maelstrom_59525.png,maelstrom
Weather_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Weather_AI_Realistic_Symbols_A_PiCom_Collection/duststorm_59610.png,duststorm
Weather_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Weather_AI_Realistic_Symbols_A_PiCom_Collection/heatwave_59521.png,heatwave
Weather_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Weather_AI_Realistic_Symbols_A_PiCom_Collection/Spring_melt_59529.png,Spring melt
Weather_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Weather_AI_Realistic_Symbols_A_PiCom_Collection/choppy_seas_59539.png,choppy seas
Weather_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Weather_AI_Realistic_Symbols_A_PiCom_Collection/drizzle_59530.png,drizzle
Weather_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Weather_AI_Realistic_Symbols_A_PiCom_Collection/drought_59543.png,drought
Weather_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Weather_AI_Realistic_Symbols_A_PiCom_Collection/clear_weather_59523.png,clear weather
Weather_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Weather_AI_Realistic_Symbols_A_PiCom_Collection/flooding_59532.png,flooding
Weather_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Weather_AI_Realistic_Symbols_A_PiCom_Collection/tsunami_59541.png,tsunami
Weather_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Weather_AI_Realistic_Symbols_A_PiCom_Collection/raining_59527.png,raining
Weather_AI_Realistic_Symbols_A_PiCom_Collection,images/globalsymbols_data/Weather_AI_Realistic_Symbols_A_PiCom_Collection/hurricane_59609.png,hurricane
